PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,Sex_Male,Embarked_Q,Embarked_S,Title_Col,Title_Don,Title_Dr,Title_Jonkheer,Title_Lady,Title_Major,Title_Master,Title_Miss,Title_Mlle,Title_Mme,Title_Mr,Title_Mrs,Title_Ms,Title_Rev,Title_Sir,Title_the Countess
87,0,3,16.0,1.0,0,34.375,2.0,0,17.1875,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,0,3,28.0,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,1,1,23.0,2.5,0,65.6344,3.5,0,18.752685714285715,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,0,3,24.0,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91,0,3,29.0,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92,0,3,20.0,0.0,0,7.8542,1.0,1,7.8542,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93,0,1,46.0,1.0,0,61.175,2.0,0,30.5875,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94,0,3,26.0,1.0,0,20.575,2.0,0,10.2875,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95,0,3,54.5,0.0,0,7.25,1.0,1,7.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96,0,3,28.0,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
97,0,1,54.5,0.0,0,34.6542,1.0,1,34.6542,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
98,1,1,23.0,0.0,0,63.3583,1.0,1,63.3583,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99,1,2,34.0,0.0,0,23.0,1.0,1,23.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100,0,2,34.0,1.0,0,26.0,2.0,0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101,0,3,28.0,0.0,0,7.8958,1.0,1,7.8958,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102,0,3,28.0,0.0,0,7.8958,1.0,1,7.8958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
103,0,1,21.0,0.0,0,65.6344,1.0,1,65.6344,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104,0,3,33.0,0.0,0,8.6542,1.0,1,8.6542,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
105,0,3,37.0,2.0,0,7.925,3.0,0,2.6416666666666666,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106,0,3,28.0,0.0,0,7.8958,1.0,1,7.8958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
107,1,3,21.0,0.0,0,7.65,1.0,1,7.65,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108,1,3,28.0,0.0,0,7.775,1.0,1,7.775,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,0,3,38.0,0.0,0,7.8958,1.0,1,7.8958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110,1,3,28.0,1.0,0,24.15,2.0,0,12.075,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,0,1,47.0,0.0,0,52.0,1.0,1,52.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
112,0,3,14.5,1.0,0,14.4542,2.0,0,7.2271,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,0,3,22.0,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
114,0,3,20.0,1.0,0,9.825,2.0,0,4.9125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,0,3,17.0,0.0,0,14.4583,1.0,1,14.4583,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116,0,3,21.0,0.0,0,7.925,1.0,1,7.925,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
117,0,3,54.5,0.0,0,7.75,1.0,1,7.75,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118,0,2,29.0,1.0,0,21.0,2.0,0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119,0,1,24.0,0.0,0,65.6344,1.0,1,65.6344,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
120,0,3,2.5,2.5,0,31.275,3.5,0,8.935714285714285,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,0,2,21.0,2.0,0,65.6344,3.0,0,21.878133333333334,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122,0,3,28.0,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
123,0,2,32.5,1.0,0,30.0708,2.0,0,15.0354,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
124,1,2,32.5,0.0,0,13.0,1.0,1,13.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125,0,1,54.0,0.0,0,65.6344,1.0,1,65.6344,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
126,1,3,12.0,1.0,0,11.2417,2.0,0,5.62085,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
127,0,3,28.0,0.0,0,7.75,1.0,1,7.75,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128,1,3,24.0,0.0,0,7.1417,1.0,1,7.1417,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129,1,3,28.0,1.0,0,22.3583,2.0,0,11.17915,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130,0,3,45.0,0.0,0,6.975,1.0,1,6.975,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
131,0,3,33.0,0.0,0,7.8958,1.0,1,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132,0,3,20.0,0.0,0,7.05,1.0,1,7.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
133,0,3,47.0,1.0,0,14.5,2.0,0,7.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
134,1,2,29.0,1.0,0,26.0,2.0,0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,0,2,25.0,0.0,0,13.0,1.0,1,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
136,0,2,23.0,0.0,0,15.0458,1.0,1,15.0458,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
137,1,1,19.0,0.0,0,26.2833,1.0,1,26.2833,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
138,0,1,37.0,1.0,0,53.1,2.0,0,26.55,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
139,0,3,16.0,0.0,0,9.2167,1.0,1,9.2167,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
140,0,1,24.0,0.0,0,65.6344,1.0,1,65.6344,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
141,0,3,28.0,0.0,0,15.2458,1.0,1,15.2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
142,1,3,22.0,0.0,0,7.75,1.0,1,7.75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
143,1,3,24.0,1.0,0,15.85,2.0,0,7.925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
144,0,3,19.0,0.0,0,6.75,1.0,1,6.75,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
145,0,2,18.0,0.0,0,11.5,1.0,1,11.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
146,0,2,19.0,1.0,0,36.75,2.0,0,18.375,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
147,1,3,27.0,0.0,0,7.7958,1.0,1,7.7958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
148,0,3,9.0,2.0,0,34.375,3.0,0,11.458333333333334,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,0,2,36.5,0.0,0,26.0,1.0,1,26.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150,0,2,42.0,0.0,0,13.0,1.0,1,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151,0,2,51.0,0.0,0,12.525,1.0,1,12.525,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,1,1,22.0,1.0,0,65.6344,2.0,0,32.8172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153,0,3,54.5,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154,0,3,40.5,0.0,0,14.5,1.0,1,14.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
155,0,3,28.0,0.0,0,7.3125,1.0,1,7.3125,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
156,0,1,51.0,0.0,0,61.3792,1.0,1,61.3792,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
157,1,3,16.0,0.0,0,7.7333,1.0,1,7.7333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
158,0,3,30.0,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
159,0,3,28.0,0.0,0,8.6625,1.0,1,8.6625,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
160,0,3,28.0,2.5,0,65.6344,3.5,0,18.752685714285715,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
161,0,3,44.0,0.0,0,16.1,1.0,1,16.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
162,1,2,40.0,0.0,0,15.75,1.0,1,15.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
163,0,3,26.0,0.0,0,7.775,1.0,1,7.775,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
164,0,3,17.0,0.0,0,8.6625,1.0,1,8.6625,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165,0,3,2.5,2.5,0,39.6875,3.5,0,11.339285714285714,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
166,1,3,9.0,0.0,0,20.525,1.0,1,20.525,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
167,1,1,28.0,0.0,0,55.0,1.0,1,55.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
168,0,3,45.0,1.0,0,27.9,2.0,0,13.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
169,0,1,28.0,0.0,0,25.925,1.0,1,25.925,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
170,0,3,28.0,0.0,0,56.4958,1.0,1,56.4958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
171,0,1,54.5,0.0,0,33.5,1.0,1,33.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
172,0,3,4.0,2.5,0,29.125,3.5,0,8.321428571428571,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
173,1,3,2.5,1.0,0,11.1333,2.0,0,5.56665,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
174,0,3,21.0,0.0,0,7.925,1.0,1,7.925,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
175,0,1,54.5,0.0,0,30.6958,1.0,1,30.6958,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
176,0,3,18.0,1.0,0,7.8542,2.0,0,3.9271,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
177,0,3,28.0,2.5,0,25.4667,3.5,0,7.2762,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
178,0,1,50.0,0.0,0,28.7125,1.0,1,28.7125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
179,0,2,30.0,0.0,0,13.0,1.0,1,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
180,0,3,36.0,0.0,0,0.0,1.0,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
181,0,3,28.0,2.5,0,65.6344,3.5,0,18.752685714285715,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
182,0,2,28.0,0.0,0,15.05,1.0,1,15.05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
183,0,3,9.0,2.5,0,31.3875,3.5,0,8.967857142857143,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
184,1,2,2.5,2.0,0,39.0,3.0,0,13.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
185,1,3,4.0,0.0,0,22.025,1.0,1,22.025,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
186,0,1,28.0,0.0,0,50.0,1.0,1,50.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187,1,3,28.0,1.0,0,15.5,2.0,0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
188,1,1,45.0,0.0,0,26.55,1.0,1,26.55,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189,0,3,40.0,1.0,0,15.5,2.0,0,7.75,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
190,0,3,36.0,0.0,0,7.8958,1.0,1,7.8958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
191,1,2,32.0,0.0,0,13.0,1.0,1,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
192,0,2,19.0,0.0,0,13.0,1.0,1,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
193,1,3,19.0,1.0,0,7.8542,2.0,0,3.9271,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
194,1,2,3.0,1.0,0,26.0,2.0,0,13.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
195,1,1,44.0,0.0,0,27.7208,1.0,1,27.7208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
196,1,1,54.5,0.0,0,65.6344,1.0,1,65.6344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
